"ubicacion","cole_bilingue","cole_calendario","cole_caracter","cole_depto_ubicacion","cole_genero","cole_jornada","cole_naturaleza","fami_educacionmadre","fami_educacionpadre","estu_genero","fami_estratovivienda","fami_personashogar","fami_cuartoshogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","punt_ingles","punt_matematicas","punt_sociales_ciudadanas","punt_c_naturales","punt_lectura_critica","punt_global"
"URBANO","N","A","ACADÉMICO","SUCRE","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 1","Tres","Uno","No","No","No","40.0","38.0","43","52","40","215"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTA","FEMENINO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 4","Cuatro","Tres","Si","Si","Si","45.0","50.0","60","58","60","280"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica incompleta","Técnica o tecnológica completa","F","Estrato 3","Cinco","Cinco","Si","Si","Si","46.0","55.0","46","41","47","236"
"URBANO","N","A","TÉCNICO","CESAR","MIXTO","TARDE","OFICIAL","No sabe","No sabe","M","Estrato 2","Tres","Dos","No","Si","Si","43.0","59.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","NORTE SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Ninguno","F","Estrato 2","Ocho","Dos","No","No","No","42.0","47.0","47","52","43","234"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","M","Estrato 1","Siete","Siete","No","Si","Si","54.0","51.0","59","43","59","264"
"URBANO","N","A","TÉCNICO/ACADÉMICO","TOLIMA","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","No sabe","M","Estrato 3","Tres","Tres","Si","Si","Si","77.0","62.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","No Aplica","M","Estrato 3","3 a 4","Cuatro","No","Si","Si","35.0","40.0","45","39","43","206"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 1","Cuatro","Dos","No","No","Si","41.0","58.0","32","46","43","222"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 2","Cuatro","Tres","Si","Si","Si","45.0","52.0","54","49","52","256"
"URBANO","","A","ACADÉMICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Primaria completa","No sabe","F","Estrato 2","Cuatro","Tres","No","No","No","45.0","48.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","CAUCA","MIXTO","TARDE","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Cinco","Dos","No","No","No","52.08","45.38",,,,
"RURAL","N","A","ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cuatro","Tres","No","No","No","44.51","45.38",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","CALDAS","MIXTO","COMPLETA","OFICIAL","Postgrado","Postgrado","F","Estrato 2","Dos","Uno","Si","Si","Si","60.0","57.0","60","57","54","286"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","MAÑANA","OFICIAL","","","M","Estrato 2","","","","","","54.45","55.89",,,,
"URBANO","N","A","ACADÉMICO","ATLANTICO","FEMENINO","UNICA","OFICIAL","Secundaria (Bachillerato) incompleta","Técnica o tecnológica completa","F","Estrato 2","3 a 4","Dos","No","No","Si","44.0","47.0","42","47","45","226"
"URBANO","N","A","ACADÉMICO","ATLANTICO","FEMENINO","UNICA","OFICIAL","Secundaria (Bachillerato) incompleta","Técnica o tecnológica completa","F","Estrato 2","3 a 4","Dos","No","No","Si","44.0","47.0","42","47","45","226"
"RURAL","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","Cuatro","Tres","No","No","No","51.0","53.0","55","53","62","277"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","FEMENINO","COMPLETA","NO OFICIAL","Educación profesional completa","Técnica o tecnológica completa","F","Estrato 5","3 a 4","Cuatro","Si","Si","Si","71.0","73.0","57","62","58","316"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","SABATINA","NO OFICIAL","","","F","","","","","","","35.0","26.0","35","42","39","177"
"URBANO","N","A","TÉCNICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Educación profesional completa","F","Estrato 1","5 a 6","Dos","No","No","No","40.0","43.0","41","43","50","220"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","MAÑANA","OFICIAL","Primaria completa","Ninguno","F","Estrato 1","Ocho","Tres","No","No","No","41.0","33.0","50","34","38","195"
"URBANO","","A","ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 3","3 a 4","Tres","No","Si","Si","57.0","46.0","52","51","50","252"
"URBANO","","A","ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 3","3 a 4","Tres","No","Si","Si","57.0","46.0","52","51","50","252"
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","NOCHE","NO OFICIAL","Ninguno","Ninguno","F","Estrato 1","Cuatro","Dos","No","No","No","23.0","34.0",,,,
"URBANO","N","A","ACADÉMICO","PUTUMAYO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 1","3 a 4","Dos","No","Si","Si","57.0","55.0","34","62","62","268"
"URBANO","N","A","ACADÉMICO","PUTUMAYO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 1","3 a 4","Dos","No","Si","Si","57.0","55.0","34","62","62","268"
"URBANO","S","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","F","Estrato 2","Cinco","Tres","No","Si","Si","48.0","47.0","52","35","51","232"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","SABATINA","NO OFICIAL","Primaria completa","Primaria completa","F","Estrato 2","Cuatro","Tres","No","Si","Si","37.19","48.17",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","ATLANTICO","FEMENINO","COMPLETA","OFICIAL","Educación profesional incompleta","Educación profesional completa","F","Estrato 1","Cinco","Tres","Si","Si","Si","57.0","45.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE"," D.C.""","Cuatro","Primaria completa","13/09/1996","Secundaria (Bachillerato) completa","Estrato 1","N","Seis","Si","Si",,"47.0","50",,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","PUTUMAYO","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","5 a 6","Dos","Si","No","No","43.0","38.0","45","40","51","217"
"URBANO","N","A","ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","M","Estrato 1","3 a 4","Tres","No","Si","Si","60.0","68.0","53","62","60","303"
"URBANO","N","A","ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","M","Estrato 1","3 a 4","Tres","No","Si","Si","60.0","68.0","53","62","60","303"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","No sabe","F","Estrato 4","Dos","Dos","No","Si","Si","52.0","51.0",,,,
"URBANO","","A","","NARIÑO","MIXTO","SABATINA","NO OFICIAL","Ninguno","No sabe","M","Estrato 1","9 o más","Cinco","No","No","No","40.0","21.0","37","39","35","168"
"URBANO","","A","","NARIÑO","MIXTO","SABATINA","NO OFICIAL","Ninguno","No sabe","M","Estrato 1","9 o más","Cinco","No","No","No","40.0","21.0","37","39","35","168"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria completa","M","Estrato 1","Seis","Cuatro","No","Si","Si","43.0","56.0",,,,
"RURAL","N","A","TÉCNICO","CAUCA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","3 a 4","Cuatro","No","Si","No","51.0","46.0","52","47","54","249"
"RURAL","N","A","TÉCNICO","CAUCA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","3 a 4","Cuatro","No","Si","No","51.0","46.0","52","47","54","249"
"RURAL","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","F","Estrato 1","Cuatro","Tres","Si","Si","Si","43.53","35.39",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","COMPLETA","OFICIAL","Educación profesional completa","No sabe","M","Estrato 2","3 a 4","Tres","Si","Si","Si","47.0","59.0","49","56","50","265"
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","COMPLETA","OFICIAL","Educación profesional completa","No sabe","M","Estrato 2","3 a 4","Tres","Si","Si","Si","47.0","59.0","49","56","50","265"
"URBANO","N","A","ACADÉMICO","CHOCO","MIXTO","TARDE","OFICIAL","Primaria incompleta","Ninguno","M","Estrato 5","3 a 4","","Si","Si","","34.0","49.0","49","43","54","238"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","FEMENINO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Educación profesional completa","F","Estrato 2","Tres","Dos","No","Si","Si","44.0","42.0","51","43","63","247"
"RURAL","N","A","ACADÉMICO","ARAUCA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","M","Estrato 1","Siete","Cuatro","No","Si","No","53.0","70.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOLIVAR","MIXTO","TARDE","OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 3","Seis","Tres","No","Si","Si","51.33","50.82",,,,
"URBANO","N","A","ACADÉMICO","RISARALDA","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional incompleta","F","Estrato 4","Cinco","Cinco","Si","Si","Si","76.0","54.0","53","49","62","281"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOLIVAR","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 1","Siete","Tres","No","Si","No","47.0","43.0","29","45","35","193"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Secundaria (Bachillerato) incompleta","F","Estrato 2","Cinco","Tres","Si","Si","Si","54.0","58.0","69","61","67","315"
"URBANO","","A","ACADÉMICO","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 3","3 a 4","Tres","No","Si","Si","73.0","56.0","53","55","72","300"
"URBANO","","A","ACADÉMICO","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 3","3 a 4","Tres","No","Si","Si","73.0","56.0","53","55","72","300"
"RURAL","N","A","ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria incompleta","F","Sin Estrato","5 a 6","Tres","No","No","No","55.0","45.0","46","49","44","233"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Secundaria (Bachillerato) completa","M","Estrato 3","Dos","Dos","Si","Si","Si","53.73","58.05",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","Primaria completa","Primaria completa","M","Estrato 3","Tres","Dos","No","Si","Si","50.87","48.17",,,,
"URBANO","N","A","ACADÉMICO","SUCRE","MIXTO","MAÑANA","OFICIAL","","","M","","5 a 6","Dos","No","No","","40.0","51.0","30","46","39","207"
"URBANO","N","A","ACADÉMICO","SUCRE","MIXTO","MAÑANA","OFICIAL","","","M","","5 a 6","Dos","No","No","","40.0","51.0","30","46","39","207"
"URBANO","N","A","TÉCNICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Cinco","Tres","No","Si","Si","43.0","42.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Educación profesional incompleta","Educación profesional incompleta","M","Estrato 1","Dos","Dos","No","No","No","53.0","58.0","64","56","55","289"
"URBANO","N","A","ACADÉMICO","BOGOTA","FEMENINO","COMPLETA"," D.C.""","Dos","Educación profesional completa","03/01/1997","Primaria completa","Estrato 4","N","Cuatro","Si","Si",,"60.0","62",,,
"URBANO","","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cinco","Tres","No","Si","Si","39.0","49.0","52","43","45","233"
"URBANO","N","A","TÉCNICO","TOLIMA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","Seis","Tres","No","Si","Si","55.0","51.0","47","44","43","235"
"URBANO","N","A","TÉCNICO","VALLE","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Seis","Tres","No","No","No","52.0","50.0","53","56","54","266"
"URBANO","N","A","ACADÉMICO","CESAR","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 3","5 a 6","Cuatro","Si","Si","Si","43.0","47.0","35","41","42","207"
"URBANO","N","A","ACADÉMICO","CESAR","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 3","5 a 6","Cuatro","Si","Si","Si","43.0","47.0","35","41","42","207"
"RURAL","","A","TÉCNICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Cinco","Tres","No","No","No","42.0","37.0",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","SABATINA","NO OFICIAL","Primaria incompleta","Ninguno","F","Estrato 1","3 a 4","Uno","No","No","No","38.0","44.0","48","56","39","230"
"RURAL","","A","TÉCNICO","MAGDALENA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cuatro","Dos","No","No","No","38.0","38.0","32","35","40","182"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","M","Estrato 1","Seis","Cuatro","No","No","No","41.0","53.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Técnica o tecnológica completa","Técnica o tecnológica completa","M","Estrato 3","3 a 4","Dos","Si","Si","Si","58.0","62.0","67","62","62","314"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","No sabe","F","Estrato 1","Cuatro","Uno","No","No","No","38.0","42.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Primaria completa","Primaria completa","M","Estrato 1","Cuatro","Cuatro","No","Si","No","43.0","58.0",,,,
"URBANO","N","A","TÉCNICO","BOLIVAR","MIXTO","SABATINA","OFICIAL","Ninguno","Primaria incompleta","F","Estrato 1","Seis","Tres","No","No","No","43.0","37.0","26","38","47","187"
"RURAL","N","A","ACADÉMICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","No Aplica","M","Estrato 6","9 o más","","No","Si","Si","27.0","31.0","35","34","37","168"
"RURAL","N","A","ACADÉMICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","No Aplica","M","Estrato 6","9 o más","","No","Si","Si","27.0","31.0","35","34","37","168"
"URBANO","","A","TÉCNICO/ACADÉMICO","AMAZONAS","MIXTO","MAÑANA","OFICIAL","Primaria completa","Secundaria (Bachillerato) incompleta","F","Estrato 1","Seis","Uno","No","No","No","36.0","41.0","33","42","45","200"
"URBANO","N","B","ACADÉMICO","CALDAS","MIXTO","COMPLETA","NO OFICIAL","Educación profesional incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 5","Dos","Dos","Si","Si","Si","59.9","57.27",,,,
"RURAL","","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria incompleta","M","Estrato 3","5 a 6","Tres","No","Si","Si","65.0","69.0","61","64","63","322"
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 3","Seis","Cuatro","No","Si","No","49.0","49.0","47","48","41","232"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Postgrado","Educación profesional completa","M","Estrato 3","Tres","Tres","Si","Si","Si","96.0","69.0",,,,
"RURAL","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Primaria completa","No sabe","M","Estrato 3","7 a 8","Seis o mas","No","Si","No","38.0","71.0","75","70","62","335"
"RURAL","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Primaria completa","No sabe","M","Estrato 3","7 a 8","Seis o mas","No","Si","No","38.0","71.0","75","70","62","335"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","F","Estrato 3","3 a 4","Dos","No","Si","Si","49.0","45.0","51","45","48","237"
"RURAL","N","A","TÉCNICO/ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Siete","Tres","No","Si","Si","41.0","22.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 2","Cuatro","Uno","No","Si","Si","43.0","34.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SUCRE","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","5 a 6","Dos","No","No","No","43.0","45.0","36","43","41","207"
"URBANO","N","A","ACADÉMICO","MAGDALENA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 1","Seis","Tres","No","No","No","42.0","47.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","M","Estrato 3","9 o más","Cinco","Si","Si","Si","68.0","63.0","59","62","65","313"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","M","Estrato 3","9 o más","Cinco","Si","Si","Si","68.0","63.0","59","62","65","313"
"URBANO","N","A","ACADÉMICO","CAQUETA","MIXTO","SABATINA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Cuatro","Dos","No","Si","Si","57.0","49.0","57","53","53","267"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","NO OFICIAL","Técnica o tecnológica completa","Primaria completa","F","Estrato 2","3 a 4","Dos","Si","Si","Si","78.0","80.0","80","72","74","383"
"RURAL","N","A","ACADÉMICO","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cinco","Dos","No","No","No","42.0","38.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","Diez","Tres","No","Si","Si","46.0","41.0","36","47","44","212"
"URBANO","N","A","ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","3 a 4","Dos","No","Si","No","58.0","43.0","55","45","48","243"
"RURAL","N","A","ACADÉMICO","LA GUAJIRA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 1","Tres","Uno","No","No","No","43.0","43.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","SABATINA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Siete","Tres","No","No","No","46.0","56.0","40","47","48","238"
"URBANO","N","A","ACADÉMICO","TOLIMA","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Educación profesional completa","F","Estrato 3","Ocho","Seis","No","Si","No","36.0","56.0",,,,
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","SABATINA","OFICIAL","Primaria incompleta","Primaria completa","M","Estrato 1","Cuatro","Dos","No","No","No","53.27","55.89",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","SABATINA","OFICIAL","Primaria incompleta","Primaria completa","M","Estrato 1","Siete","Tres","No","No","No","34.0","35.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","F","Estrato 2","Siete","Cuatro","No","Si","Si","39.0","38.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","TOLIMA","MIXTO","TARDE","OFICIAL","Primaria incompleta","Ninguno","M","Estrato 2","Seis","Tres","Si","Si","Si","43.0","52.0",,,,
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) completa","F","Estrato 1","Nueve","Cuatro","No","Si","No","53.0","39.0","34","51","40","210"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 3","Cuatro","Dos","No","Si","No","61.66","53.16",,,,
"RURAL","","A","TÉCNICO/ACADÉMICO","PUTUMAYO","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Cinco","Tres","No","No","No","47.15","58.38",,,,
"URBANO","","A","ACADÉMICO","SANTANDER","MIXTO","SABATINA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Tres","Tres","No","No","No","37.0","26.0","47","43","55","212"
"URBANO","N","A","TÉCNICO/ACADÉMICO","VAUPES","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) completa","Educación profesional completa","M","Estrato 1","Tres","Tres","Si","Si","No","46.0","37.0",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","TARDE","NO OFICIAL","Secundaria (Bachillerato) completa","Ninguno","M","Estrato 1","3 a 4","Dos","No","Si","Si","37.0","30.0","32","43","42","184"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","F","Estrato 3","Cuatro","Cuatro","No","Si","Si","53.0","49.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Técnica o tecnológica completa","Técnica o tecnológica completa","M","Estrato 3","Seis","Tres","Si","Si","No","66.0","68.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 2","Seis","Cuatro","No","Si","Si","63.0","70.0",,,,
"URBANO","N","A","ACADÉMICO","SANTANDER","MIXTO","COMPLETA","OFICIAL","Postgrado","Primaria completa","M","Estrato 2","Tres","Dos","No","Si","No","40.54","39.25",,,,
"URBANO","N","A","TÉCNICO","SANTANDER","MIXTO","MAÑANA","NO OFICIAL","Primaria completa","Primaria completa","M","Estrato 3","Cinco","Tres","No","No","No","36.0","39.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Postgrado","M","Estrato 3","Cuatro","Tres","Si","Si","Si","42.0","50.0",,,,
"URBANO","N","A","ACADÉMICO","CAUCA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 1","3 a 4","Dos","No","No","Si","48.0","53.0","60","61","53","280"
"URBANO","N","A","TÉCNICO/ACADÉMICO","TOLIMA","MIXTO","MAÑANA","OFICIAL","","","M","","","","","","","44.0","58.0","50","48","59","265"
"URBANO","N","A","TÉCNICO/ACADÉMICO","TOLIMA","MIXTO","MAÑANA","OFICIAL","","","M","","","","","","","44.0","58.0","50","48","59","265"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 2","Cinco","Cuatro","No","No","No","40.0","29.0",,,,
"URBANO","","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","UNICA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 2","3 a 4","Tres","No","No","No","61.0","56.0","48","58","57","276"
"URBANO","","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","UNICA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 2","3 a 4","Tres","No","No","No","61.0","56.0","48","58","57","276"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","No sabe","Primaria completa","F","Estrato 2","Seis","Cinco","No","Si","Si","43.0","58.0","52","53","50","262"
"URBANO","","A","","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 2","1 a 2","Dos","No","Si","Si","49.0","39.0","34","33","50","199"
"URBANO","","A","","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 2","1 a 2","Dos","No","Si","Si","49.0","39.0","34","33","50","199"
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","Postgrado","Postgrado","M","Estrato 6","3 a 4","Tres","Si","Si","Si","70.0","49.0","60","47","50","265"
"URBANO","N","A","ACADÉMICO","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Educación profesional completa","M","Estrato 3","5 a 6","Dos","Si","Si","Si","61.0","65.0","63","66","66","323"
